date,title,text,bewertung,sterne,author,land,nützlich,date_online
Datum der Erfahrung: 04. September 2024,Kritik an der DB-Telefonauskunft:,"Kritik an der DB-Telefonauskunft:Ich rief heute bei der DB-Auskunft an. Die (völlig inkompetente) Dame wollte mir weismachen, ich könne mein Sparticket erst einen Tag vor Fahrtantritt stornieren, da es heiße ""vor dem 1. Geltungstag stornierbar"". Das sei halt der Tag davor. Sie war davon auch nicht abzubringen. Erst bei einem 2. Anruf konnte mir ein kompetenter Kollege das Vorgehen bei der Stornierung erklären. Fazit: Man trifft immer wieder auf völlig Unwissende, die den Kunden dann irgendetwas Haarstäubendes erzählen!!",6 Bewertungen,Bewertet mit 1 von 5 Sternen,Martin Gross,DE,,
Datum der Erfahrung: 08. September 2024,Hier werden Sie richtig abgezockt!,"Hier werden Sie richtig abgezockt!Von Urlaubs- bzw. Reisebuchungen bei der Deutschen Bahn kann ich nur abraten. Obwohl die gebuchte Verbindung durch die Deutsche Bahn selber ersatzlos gestrichen wurde, ist das für die Bahn noch lange kein Grund, den bezahlten Fahrpreis auch wieder zu erstatten. Einfach unverschämt.",7 Bewertungen,Bewertet mit 1 von 5 Sternen,Stephan Fleischhauer,DE,,
Datum der Erfahrung: 05. September 2024,Gewalt vor Kommunikation,"Ein Mitarbeiter der DB reist an meinen Klamotten & schubst mich  am gleis rum, weil man eine Zigarette in der Hand hält !!!! Kommunikation = 0 !!! Ich habe kein Problem wenn ich an der falschen Stelle geraucht habe und dafür 15€ bezahlen soll ... aber wie dieser Mitarbeiter mit Jahre langen DB Kunden umgeht ist eine Frechheit! So ein System in dem gewalt vor Kommunikation steht, werde ich nicht unterstützen und werde mein Abo kündigen es ist einfach nur enttäuschend & lächerlich wie dieser Mitarbeiter reagiert & sich im recht fühlt handgreiflich zu werden nach wiederholten versuch mit ihm normal zu sprechen keine ahnung wo ihr solche leute findet bei interesse gebe ich gerne die personalnummer der deutschen Bahn weiter ",1 Bewertung,Bewertet mit 1 von 5 Sternen,Nico Mam,DE,,
Datum der Erfahrung: 02. September 2024,Schlechter Service,"Bei Fahrpreisnacherhebung gibt es nur eine Frist von 14 Tage, dann wird kräftig kassiert. Bei Gutschriften der Prämie aufgrund von Zugverypätung muss ich bereits 14 Monate warten und musste unzählige Telefonate führen. Da hat die Bahn keine Eile. Der Service ist eine Katasrroohe. Ich kann jedem nur die weitaus bessere und günstigere Alternative Flixbus empfehlen.",2 Bewertungen,Bewertet mit 1 von 5 Sternen,Waltraud ,DE,,
Datum der Erfahrung: 15. September 2024,Schlechter Service,"Wieder unerträgliche Verspätungen, insbesondere auf der Strecke Münster - Stuttgart. In der DB Lounge ist auch der Getränkespender defekt...",1 Bewertung,Bewertet mit 1 von 5 Sternen,Martin Cremer,DE,,
Datum der Erfahrung: 29. August 2024,Fahrt von Bremerhaven nach Augsburg,"Fahrt von Bremerhaven nach Augsburg. Kein Zug pünktlich, im Nahverkehrszug von Bremerhaven nach Hannover ist man mit Rollator hilflos: man kommt nicht durch die Innentüren, Sitzplätze nur über Stufen erreichbar. In Hannover die DB-Lounge auch nur über Treppen zu erreichen, Aufzug wegen Wartungsarbeiten außer Betrieb. Am Platz-Service im ICE hundsmiserabel. Erst ab Würzburg hatte ich die Möglichkeit, einen Kaffee zu bestellen.Dies war definitiv meine letzte Reise mit der Deutschen Bahn.",1 Bewertung,Bewertet mit 1 von 5 Sternen,Elvira Berrer,DE,,
Datum der Erfahrung: 14. September 2024,S Bahn Strammstrecke in München fällt…,"S Bahn Strammstrecke in München fällt komplett aus, sobald eine Störung vorliegt. System funktioniert so nicht",8 Bewertungen,Bewertet mit 1 von 5 Sternen,Johannes Birk,DE,,
Datum der Erfahrung: 23. August 2024,ICE Wien-Hamburg ,Wir sind gestern mit den ICEs 94 und 800 von Wien nach Hamburg gefahren und waren absolut zufrieden!! Sowohl die erste Verbindung Wien-Berlin als auch die zweite Strecke Berlin-Hamburg waren pünktlich und der Service war perfekt! Bei all dem Bahn-Bashing gibt es also auch schöne Erlebnisse!!,5 Bewertungen,Bewertet mit 5 von 5 Sternen,Volker Hinzmann,DE,,
Datum der Erfahrung: 08. September 2024,Danke für nichts und 3 Stunden Wartezeit in Paderborn,"Ich stand gestern 3 Stunden in Paderborn am Bahnhof. Das Gleis war komplett voll weil alle auf die S5 gewartet haben, die Richtung Hannover Flughafen gefahren wäre. Um 19.15 Uhr ging's los mit den Ausfällen, hier war dann der Vorrausfahrender Zug schuld am Ausfall. Dämlicher hätte man eine Aussage oder Entschuldigung nicht formulieren können. 20.15 fällt aus wegen eines technischen Defekts an einem anderen Zug auch eine dämliche Aussage, 21.15 erst 30 Minuten zu spät dann wird schon der nächste Zug angezeigt ohne zu kommunizieren, dass der Zug ausfällt. 22.15 fällt aus. Die Leute haben Tickets gekauft oder Flüge gebucht. Es kann nicht sein, dass selbst Züge ausfallen wenn andere Züge sie überholen müssen. Dann kann man doch trotzdem noch fahren. Wenn man kein Bock auf seinen Job hat kann man es auch sein lassen aber hört endlich mit der Unzuverlässigkeit und diesen dämlichen Entschuldigungen auf, die noch dazu bestimmt nicht mal wahr sind. ",4 Bewertungen,Bewertet mit 1 von 5 Sternen,Niclas Dirks,DE,,
Datum der Erfahrung: 31. August 2024,Es ist eigendlich eine Riesengroße…,"Es ist eigendlich eine Riesengroße Schweinerei was die Deutsche Bahn betreibt.Marsberg im Sauerland um 21:00 Uhr.Erst hat der Zug Verspätung, dann fällt der letzte Zug auch aus. Es heisst schienenersatzverkehr die Leute standen am Bahnhof, keiner ist gekommen um diese weiter zu transportieren. Scheint der Deutschen Bahn alles scheissegal zu sein!",8 Bewertungen,Bewertet mit 1 von 5 Sternen,Kunde,DE,,
Datum der Erfahrung: 31. August 2024,Deutschlandticket mit umständlicher…,"Deutschlandticket nur mit umständlicher Verifizierung über fragwürdige Drittanbieter möglich. Ich gebe ganz bestimmt nicht einer Datenkrake Zugriff auf mein Online-Banking. Begründung: dies sei angeblich zum Schutz meiner Daten. Ich finde es alarmierend, dass man kein D-Ticket mehr kaufen kann, wenn man nicht bereit ist, seine Online-Banking-Daten zu teilen. Sehr unseriös!",1 Bewertung,Bewertet mit 1 von 5 Sternen,Tom DE,DE,,
Datum der Erfahrung: 09. September 2024,Bahn pfeift auf ihre Fahrgäste im Regionalverkehr,"5. Komplettsperrung in 2 Jahren der S-Bahn Linie zum Flughafen. Ein Schelm wer böses dabei denkt. Aber da greift wohl Hanlon's Razor:""Schreibe nicht der Böswilligkeit zu, was durch Dummheit hinreichend zu erklären ist""Die Bahn vertreibt ihr Fahrgäste und wundert sich dann, dass alle lieber das Auto nehmen. ",4 Bewertungen,Bewertet mit 1 von 5 Sternen,Rolf,US,,
Datum der Erfahrung: 04. September 2024,Wieder katastrophal,Wieder katastrophal. Die Bahn ist (ungefähr) pünktlich gekommen. nach der ersten Haltestelle warte ich seit knapp 15 Minuten und weiß nicht mehr wie lange ich noch stehen werde. Einfach schlecht und sobald ich mein Auto habe werde ich niewieder mit der DB fahren. Wie immer schlechte Erfahrung ,5 Bewertungen,Bewertet mit 1 von 5 Sternen,DerCoder,DE,,
Datum der Erfahrung: 29. August 2024,Euer systematisches Versagen kostet das…,"Euer systematisches Versagen kostet das ganze Land Geld und Nerven. Ich weiß der einzelne DB-Angestellte kann nichts dafür, aber es reicht! Man ist 2 Stunden zu früh (wenn die Verbindung mal klappt) weil man schon vorher mit kolossalen Verspätungen und Ausfällen rechnet….. Ihr seid Teil des Grundes warum andere Länder über uns lachen. Peinlich!",1 Bewertung,Bewertet mit 1 von 5 Sternen,Jan D,DE,,
Datum der Erfahrung: 27. August 2024,Immer zu spät,Immer zu spät. Manche Verbindungen kommen nicht ans Ziel und grundsätzlich unfreundlich und unkooperativ. BahnCard wird schon vor Ablauf (4Wochen) vorher um 1 Jahr verlängert. Wie eine Abofalle. Preise werden gewürfelt und dabei schlechte Leistung. Kann es keine empfehlen!,1 Bewertung,Bewertet mit 1 von 5 Sternen,Julian Alke,DE,,
Datum der Erfahrung: 01. September 2024,Bahnvorstände gehören abgeschafft.,"Bahnvorstände gehören abgeschafft.Wegen der Unannehmlichkeiten bei der Fahrt vor einem Jahr hatte ich einen 10 Euro Gutschein der DB erhalten, mit der Aussage, mir bei der nächsten Reise ein besseres Bahnerlebnis zu bieten. Jetzt hat man noch einen drauf gesetzt. 5 Tage nach der Buchung teilte man mit, die Hinfahrt kann wegen Zugausfall nicht wie geplant durchgeführt werden, Umbuchung sei erforderlich, neue Sitzplatzreservierungen auch. 2 Tage später kam diese Nachricht für die Rückfahrt. Also alles auf Anfang und nochmals Platzkarten gekauft. Das hätte ich mir sparen können, denn die alternative Rückfahrt fand aus verschiedenen Gründen nicht planmäßig statt. Bereits verspäteter ICE von Köln nach Frankfurt war überfüllt und stand dann auf offener Strecke. An der Toilettentür der 1.Klasse hing der Beklebezettel V494.8301 V05, ""WC unbenutzbar"", das kannte ich ja schon von der letzten Reise. Es ging nur bis Flughafen, dort wurde die alternative Weiterfahrt mit dem ebenso überfüllten ICE angeboten, welcher nochmals stand, weil er keine Freigabe erhielt. Als es dann doch weiterging kam die Durchsage im Zug: Wir hoffen, in 10 Minuten endet ihre Tortur. Nein, in Frankfurt setzte es sich fort. Anschluss nicht erreicht, für alle Alternativen keine Platzkarten mehr. Aussage: In der 1. Klasse könnten Sie Glück haben. Das Warten auf den ebenfalls verspäteten ICE nach Dresden wurde von Durchsagen begleitet wie: Wegen Personalmangel fällt der Zug ersatzlos aus, oder Verspätung, Verspätung, Verspätung. Unsere verspätete Alternative stand dann ebenfalls wegen technischem Defekt im Bahnhof. Alle Versuche diesen zu beheben scheiterten. Irgendwann ging es dann glücklicherweise los, die Türen eines ICE- Waggons ließen sich halt nicht mehr öffnen. Das Gedränge in den Gängen ging weiter. Von Dresden fuhr dann kein Zug nach Chemnitz, so dass man in der Nacht auf den Schienenersatzverkehr warten sollte. Die Bahn verkündet, es werde noch schlimmer. Die Vorstände belohnen sich Ihre Arbeit jährlich zu ihren schwindelerregend hohen Gehältern mit Millionen an Bonis, welche die Kunden mit immer höheren Ticketpreisen für unterirdische Leistungen finanzieren.",23 Bewertungen,Bewertet mit 1 von 5 Sternen,Elisa,DE,,
Datum der Erfahrung: 23. August 2024,Richtig abzocke mitm  kleingedrücktes…,"Richtig abzocke mitm  kleingedrücktes ""Teilstrecketicket"" neben ""Superparpreis von nur...k.a.30 eur "".Das ist echt illegal , und ich bin nicht die einzige, anscheinend..Ein Paar in dem Zug hatgenau gleiche Theater durchgehabt, so wie ich,draufzahlen noch hunderte von Euros nach richtig laute Ausseinandersetzng mitm Kontrelleur , fast rausgeschmiessen deswegenNein nein nein nein nei, ne leute,nein..das gibt ea nirgendwo, nein, so ein Theater, fertig,niemehr Dbahn fahren!!!!!!!!NIE!!!Krasse Erlebniss, peinlich und schlimme abzocke, anstatt entspannt zu reisen,habe geweint, habe Angst gehabt,und finanziel  total gebrochen mit unerwartete Ausgaben für zweite Ticket,krass krass krass....Ne ne ne...Alptraum;!!!!",11 Bewertungen,Bewertet mit 1 von 5 Sternen,Tanja,DE,,
Datum der Erfahrung: 28. August 2024,Dreckigen Schweine,"Dreckigen Schweine, nur Verspätungen, nur Probleme, ob mit den Zügen oder mit der App und den Tickets. Wir sind im verfickten Deutschland 2024 und dieser Dreckskonzern kriegt es nicht geschissen einen vernünftige Bahnverkehr aufzustellen. Unglaublich.",27 Bewertungen,Bewertet mit 1 von 5 Sternen,Ugur Özdemir,DE,,
Datum der Erfahrung: 02. September 2024,Literally NIE pünktlich,Literally NIE pünktlich aber wenn man das (BEZAHLTE) Ticket dann einen Tag zu spät nachreicht wird einem direkt Inkasso auf den Hals gehetzt. ,1 Bewertung,Bewertet mit 1 von 5 Sternen,twasted,DE,,
Datum der Erfahrung: 28. August 2024,Absoluter Skandal-Konzern.,"Absoluter Skandal-Konzern.Abgesehen von den bereits seit Jahrzehnten bekannten typischen Problemen, hier mal eine persönliche Erfahrung der letzten paar Wochen.Ständig haben die letzten Verbindungen in München (23-0 Uhr) Verspätungen von 20min bis 1h und die Anschlusszüge sind sich immer häufiger zu fein zum warten. Warum auch? Ist ja nur die letzte Verbindung bis 5-6 Uhr morgens haha! :)Zudem wurde explizit heute im wieder einmal verspäteten Zug per Durchsage bekannt gegeben, dass einer der Anschlusszüge in Geltendorf auf Gleis 4 auf die Anreisenden wartet. Wir also zügig ausgestiegen, uns auf Gleis 4 begeben und zeitgleich mit 10-11 weiteren Mitreisenden feststellen müssen, dass.. ihr ahnt es. :) Kein Zug und mitten im nirgendwo.Ist mir nun leider zweimal in knapp einem Monat passiert, dass ich bis kurz nach 5 Uhr auf den ersten Zug warten musste, weil die Mitarbeiter weder Bock auf ihren Job noch ihr Leben haben.Schämt euch",2 Bewertungen,Bewertet mit 1 von 5 Sternen,Trem As,DE,,
Datum der Erfahrung: 05. September 2024,Ihr seid ein sche*ßverein,"Ihr seid ein sche*ßverein, das ist der Wahnsinn.Chillge 7 Stunden Verspätung… Schmeckt. Da denkt man sich… hmm lass mal Bahn fahren, ist entspannter als mit dem Auto. Nix da, absoluter Saftladen. Schade, dass es keine anderen großen Anbieter gibt… wird mal Zeit, dass ihr insolvent geht. ",1 Bewertung,Bewertet mit 1 von 5 Sternen,Paul,DE,,
Datum der Erfahrung: 30. August 2024,11 Stunden statt 5 vllt mehr,"11 Stunden statt knapp über 5 im Regionalverkehr. Einfach lächerlich. Und die Klos wie immer defekt in 4 Zügen hintereinander. Bringt nen Katheter mit. Wenn man ehrlich ist, kann man die Klos eh kaum benutzen, so alt widerlich und versifft die sind.Das einzige was ich Gutes berichten kann, ist, das die meisten Mitarbeiter wirklich nett sind. Aber bei soviel Chaos können die einem auch meistens nicht helfen.Bf Hamm ist angeblich gesperrt und jetzt irrt man hier über 80 Umwege nach Hause, die App hinkt ewig hinterher, sodass man nicht einmal eine Ausweichfahrt suchen kann. 0 Sterne, bzw. -5 Sterne. DB ist auf dem Weg zur miesesten Bahngesellschaft in ganz Europa.",11 Bewertungen,Bewertet mit 1 von 5 Sternen,Midori K,DE,,
Datum der Erfahrung: 15. August 2024,Unübersichtlich Gleis Wechsel Kein Essen,Erst komnt der Zug 45 Minuten zu spät. Weichenprobleme. Der unweigerlich Gleiswechsel (umgedrehter Wagenreihung) löst eine Völkerwanderung aus.Genauso wie auf der Hinfahrt.Das Bordbistro hat kein Essen. Die Verspätung in Hamburg ist dann schon eineinhalb Stunden. Das ist euer Normal. Das System ist zusammsngebrochen. Fruchtgetränke Fachgeschäft. ,2 Bewertungen,Bewertet mit 1 von 5 Sternen,Christian Knoll,DE,,
Datum der Erfahrung: 21. August 2024,Kein Zug mehr ohne Verspätung ,"Ich fahre regelmäßig Bahn und dies eigentlich gerne. Aber im letzten Jahr habe ich nicht eine Fahrt unternommen, die auch nur annähernd pünktlich war. Heute musste ich mit 3 Zügen fahren. Alle verspätet! Toiletten und Klimaanlage außer Betrieb. Das ist ein absolutes Armutszeugnis...",2 Bewertungen,Bewertet mit 1 von 5 Sternen,Franz Rick,DE,,
Datum der Erfahrung: 21. August 2024,Eine absolute Frechheit,"Eine absolute Frechheit, zwei Züge mit Gefahren keiner, die dabei hat ja auch irgendeinen Platz für Fahrradfahrer gehabt. Beide Male wurden wir einfach stehen gelassen. Eine absolute Frechheit. Nie wieder.",2 Bewertungen,Bewertet mit 1 von 5 Sternen,Consumer,DE,,
Datum der Erfahrung: 20. August 2024,Das Vertrauen endgültig verloren,"Es ist soweit. Nach zwei Jahren gebe ich den Versuch die Bahn für tägliches Pendeln sowie den Fernverkehr zu nutzen endgültig auf. Es vergeht kein Tag ohne Verspätungen. Keine Woche ohne irgendeinen Totalausfall. Es sind nicht die 5-10 Minuten Verspätung. Es sind die einfach zu oft vorkommenden Verspätungen von 20 oder weit mehr Minuten. Die tägliche Lotterie Anschlusszüge zu bekommen. Ausfallende Züge aufgrund technischer Probleme. Kurzfristige Gleiswechsel. Wer nicht ständig die App checked oder Benachrichtigungen eingeschaltet hat steht irgendwann vor einem leeren Gleis. Dann auch immer wieder Probleme in den Zügen. Klima fällt aus, Toilette geht nicht, keine Seife oder es kommen nur Tröpfchen aus dem Hahn. Board Bistros haben kein oder kaum ein Angebot. Es geht einfach nicht mehr. Bin so enttäuscht....",4 Bewertungen,Bewertet mit 1 von 5 Sternen,Moonboy,DE,,
Datum der Erfahrung: 11. August 2024,Zug IC 2176 würde einfach gestrichen,"Zug IC 2176 würde einfach gestrichen. Am Schalter könnte mir keine sinnvolle Alternative angeboten werden. Varianten und neue Platzkarten könnten auch nicht ausgedruckt werden. Nach Aussage der Angestellten geht der Drucker mittags immer nicht. Schön. 🤮 Was ist das für ein Saftladen. Hauptsache die Boni kommen pünktlich zu den Verantwortlichen. Meine letzen Reisen mit der Bahn können den heutigen Erfahrungen standhalten. Falsche Wagen angehangen, wozu noch Plätze reservieren. Defekte Klimaanlage etc. Die Liste ist lang. Armes Deutschland. Ein Stern ist für die letzten verbliebenen pünktlichen Bahnen. Von denen habe ich im Nahverkehr auch schon mal gehört. ",1 Bewertung,Bewertet mit 1 von 5 Sternen,Enttäuschte Bahnreisende,DE,,
Datum der Erfahrung: 16. August 2024,Zu teuer für diese Leistung ,"Wir wollten von Stralsund nach Hamburg fahren. Als erstes waren es 20 Minuten verspätet dann waren es 80 min und kurz bevor der Zug dann mit 80 min Verspätung kommen sollte, sagen sie, dass der Zug ausfällt. Dann wurde uns ( sehr nett) gesagt, dass wir ein Zug eine Stunde später bekommen.Und dann bekommen wir nicht mal Sitzplätze bekommen obwohl wir uns in dem ausgefallenen Zug Sitzplätze reserviert hatten und uns wird gesagt sie müssen gucken ob da noch Platz frei ist.Wir haben einen Platz bekommen. Aber die keinen Platz bekommen hatten mussten stehen.",1 Bewertung,Bewertet mit 2 von 5 Sternen,Bob der Baumeister,DE,,
Datum der Erfahrung: 15. August 2024,"Züge die fahren, wären mal echt ne Überraschung! ","Das Unternehmen könnte sich verbessern,  indem die Züge einfach mal fahren, nicht ewig Verspätung haben und dann dieses lächerliche "" wir bitten um Entschuldigung "". Es ist unfassbar wie schlecht die bahn Jahr für Jahr weiterhin wird. Für den arbeitgeber und mich als Pendler kaum noch zu ertragen. Ein absolutes Armutszeugnis.",1 Bewertung,Bewertet mit 1 von 5 Sternen,Alice Arctic,DE,,
Datum der Erfahrung: 27. August 2024,Am liebsten kein Stern!,"Am liebsten kein Stern!Eigentlich Zugverbindung auf einmal gestrichen, erste Ersatzverbindung kommt nicht am gleis an und verschwindet auf einmal in der App.Nach erneuter Wartezeit scheint es zu klappen, doch nur kurz. Dann wird man aufgefordert den Zug in den man eben noch eingestiegen ist wieder zu verlassen und den nächsten Zug zu nehmen. Stehe immer noch am Gleis und warte ungewiss ob da was kommt .... Kein Verlass auf garnichts  ",1 Bewertung,Bewertet mit 1 von 5 Sternen,Carina Raiber,DE,,
Datum der Erfahrung: 22. August 2024,MACHT ES NICHT,"MACHT ES NICHT, vertraut euer Gepäck nicht dem Gepäckdienst an!Ich bin wirklich enttäuscht vom Service. Mein Koffer ist heute nicht angekommen, geschweige denn in dem drei Stundenfenster, für das ich extra zahlen musste. Ich wurde noch nicht einmal über die Verspätung informiert, dabei haben sie meine Mailadresse und Telefonnummer. Die Sendungsverfolgung ist ein Witz, die bringt nichts und teilt auch eine Verspätung nicht mit. Stattdessen telefoniert man mit einem callcenter das einem nicht weiterhilft.ICH BEREUE ES meinen Koffer der Bahn gegeben zu haben und hoffe, das ich ihn morgen hoffentlich bekomme! FAZIT: Vertraut euer Gepäck nicht der DB und hermes an, ihr bereut es sonst.",2 Bewertungen,Bewertet mit 1 von 5 Sternen,SK,DE,,
Datum der Erfahrung: 25. August 2024,Bodenlos,"Ist schon erstaunlich wie unglaublich unterqualifiziert man sein kann, wenn das Unternehmen nichtmal in der Lage ist, einen Bus, der auch nur als Ersatzmittel fahren musste, weil der eigentlich Zug nicht am Bahnhof gehalten hat (warum auch immer) zusammen mit dem Anschlusszug zu Koordinieren. Versteht mich nicht falsch, der Anschlusszug hat ja immerhin ein paar Minuten gewartet, nur Schade dass er dann abfährt kurz bevor der Bus angekommen ist. Bodenlos. Und da wird sich gewundert, warum keiner mit öffentlichen Verkehrsmitteln fahren möchte. Man ist nie in der Lage auch nur Ansatzweise irgendetwas zeitlich zu planen, weil man immer in den Händen von einem Inkompetenten Bahnsystem ist. Von den Preisen mal abgesehen, die Mittlerweile auch Bodenlos sind.Die Reise heute, ca. 250km, hätte mich bei kurzfristiger Planung 60,90€ kosten sollen. Ich fahr selber nen 2.7 Liter V6 mit einem Durschnittsverbrauch von über 12Litern!!! und würde 20€ Sparen wenn ich ALLEINE mit dieser Umweltschändung fahren würde und hätte zeitgleich auch über 1Stunde Zeit gespart.Also erklärt mir, warum sollte ich jemals mit dem Zug fahren?Finest Regards",1 Bewertung,Bewertet mit 1 von 5 Sternen,Lukas Busemann,DE,,
Datum der Erfahrung: 16. August 2024,Wann gibt’s mal Konkurrenz?,"Unabhängig von der Vielzahl an Verspätungen: Bahn kam zu spät, Antrag auf Entschädigung wurde eingereicht. Daraufhin wurde er abgelehnt, da der Ticketpreis und die Entschädigung zu niedrig seien?! ",2 Bewertungen,Bewertet mit 1 von 5 Sternen,Markus W. Markus W.,DE,,
Datum der Erfahrung: 02. August 2024,Ein Zugbegleiter namens Philipp mit…,Ein Zugbegleiter namens Philipp mit Perler Dialekt spricht ganz offensichtlich in der 1 Klasse des Vlexx Zug auf der Strecke Saarbrücken Trier das Menschen mit einem Fair Ticket reinste assis wären. Ich hab solch ein Ticket na danke Deutsche Bahn das eure Mitarbeiter so offen reden in der ersten Klasse top!! ,21 Bewertungen,Bewertet mit 1 von 5 Sternen,Angela l.,DE,,
Datum der Erfahrung: 25. August 2024,Falsche Informationen auf Ersatzzugticket,"Unser Zug wurde gestrichen und wir mussten uns neue Tickets geben lassen, dann sind wir am Abreise Tag in den Zug gestiegen als wir jedoch die Tickets ansahen standen dort die falschen Informationen darauf und die Reservierung war für den falschen Zug gemacht worden.",1 Bewertung,Bewertet mit 1 von 5 Sternen,Kahder,DE,,
